outcome,variable,OR,CILow,CIHigh,p
3M New Anxiety Diagnosis ,Marital status,1.3509127789046653,0.6932209713987704,2.632588181118553,0.3769094507798423
3M New Anxiety Diagnosis ,Living situation,2.27027027027027,0.2583802155425201,19.947839617870667,0.45963020466116145
3M New Anxiety Diagnosis ,Pack years,1.1866666666666668,0.1371217318259266,10.269544871016016,0.8764723671688348
3M New Anxiety Diagnosis ,Alcohol use - average number of drinks/week,3.20125786163522,0.12719548168131034,80.56930766108431,0.4795539389180078
3M New Anxiety Diagnosis ,Substance Use Disorder,2.8445945945945947,0.3098866991383884,26.11186098046502,0.35535837296400463
3M New Anxiety Diagnosis ,Depression,3.2233576642335766,1.630476032805705,6.372393351709858,0.0007629605550288671
3M New Anxiety Diagnosis ,Anxiety,3.764769647696477,1.900752608892634,7.456778138252318,0.00014360114249741888
3M New Anxiety Diagnosis ,Health Anxiety,0.9758909853249476,0.49056127893291096,1.94137461747922,0.9445563767739722
3M New Anxiety Diagnosis ,Delay to Hospital,1.1375661375661377,0.5852672817610812,2.2110525526786633,0.7038483805649693
3M New Anxiety Diagnosis ,Personal Stressors,1.9468772433596555,0.9802969803681117,3.866512981901038,0.05702043349618472
3M New Anxiety Diagnosis ,Menopause,1.3926805143422354,0.5645375210059356,3.435660063076942,0.4721615929251326
3M New Anxiety Diagnosis ,Complicated Pregnancy,1.3528813559322035,0.6697933218867459,2.7326160226160594,0.39943875777960725
3M New Anxiety Diagnosis ,Stroke History,1.3816738816738816,0.5118135163110267,3.7299185239564228,0.5234292597621454
3M New Anxiety Diagnosis ,MI History,0.49963689179375453,0.17242024768681896,1.4478405349165264,0.20116051243299726
3M New Anxiety Diagnosis ,CABG/Stent History,0.427364185110664,0.12790632178553307,1.427921186112628,0.1672077627209071
3M New Anxiety Diagnosis ,High cholesterol,1.3725186104218363,0.6833473527060943,2.7567346657513263,0.37350937858126965
3M New Anxiety Diagnosis ,Diabetes,0.39886039886039887,0.15205254664945403,1.0462805213374422,0.06175483292651709
3M New Anxiety Diagnosis ,Hypertension,1.0122395833333333,0.5133953586048144,1.9957893208293442,0.9719818307350794
3M New Anxiety Diagnosis ,BMI,1.0,0.010819273949528446,92.42764391261066,1.0
3M New Anxiety Diagnosis ,HFrEF,1.0190035952747818,0.5202639175590407,1.9958492067924258,0.9562283959818725
3M New Anxiety Diagnosis ,STEMI,0.982390873015873,0.504012996644327,1.9148153595450585,0.9583887085048249
3M New Anxiety Diagnosis ,ESSI score,2.1357142857142857,1.09291285070056,4.1735034108898,0.026423746139712902
3M New Anxiety Diagnosis ,HADS-A,1.0254545454545454,0.5093498273090308,2.0645084545309795,0.9438711147277333
3M New Anxiety Diagnosis ,HADS-D,1.614100185528757,0.7525396139955496,3.4620362310114543,0.2187870898452996
3M New Anxiety Diagnosis ,3M New Depression Diagnosis ,36.26470588235294,15.777501121054147,83.35470127006376,2.7538271963767236e-17
3M New Anxiety Diagnosis ,3M New Anxiety Diagnosis ,65527.0,1282.2391620614148,3348663.6939843674,3.283992096114459e-08
3M New Anxiety Diagnosis ,3M New Substance Use Disorder,58.28767123287671,2.7461824811513083,1237.1547197138823,0.00910503882652999
3M New Anxiety Diagnosis ,3M New Stroke,1.4087837837837838,0.1714987855197615,11.572511976905307,0.7497407381406176
3M New Anxiety Diagnosis ,3M New MI,0.3968253968253968,0.02313889736890939,6.805440771660059,0.5238486184249906
3M New Anxiety Diagnosis ,3M New CABG/Stent,0.27524893314367,0.03673071200557747,2.062632904726276,0.20931533590737783
3M New Anxiety Diagnosis ,3M Cardiac Rehab,1.0307108350586611,0.47244136237750495,2.2486702268427514,0.9394185094020412
3M New Anxiety Diagnosis ,3M Hospitalized ,1.1864224137931034,0.4752354706055336,2.961896219903632,0.7142032892834349
3M New Anxiety Diagnosis ,3M HADS-A,2.4,1.2290022498188582,4.68672860513393,0.010350896022661885
3M New Anxiety Diagnosis ,3M HADS-D,3.6786684782608696,1.8218314951769876,7.428020543489107,0.0002800530252042225
3M New Anxiety Diagnosis ,3M SF-12 (Low),1.1729627630868862,0.6019276397574485,2.2857259788615605,0.6392940256273046
3M New Anxiety Diagnosis ,3M Cardiac Anxiety,0.6760037348272643,0.23186656945360232,1.9708794181813023,0.4732386536689076
3M New Anxiety Diagnosis ,3M MOS (Low Support),1.0086206896551724,0.4620173165238222,2.2018994942758203,0.9828076716793264
3M New Substance Use Disorder,Age,1.6666666666666667,0.020221905776401,137.364786904479,0.8204702122540586
3M New Substance Use Disorder,Race,2.264,0.10671539999151879,48.03145563252695,0.600072231382218
3M New Substance Use Disorder,Indigenous,6.644444444444445,0.3040603878029452,145.1969534549184,0.2288024785826831
3M New Substance Use Disorder,Gender Identity,61.4,1.9815161161298904,1902.5633802883851,0.018754521716230703
3M New Substance Use Disorder,Highschool Education,2.0265060240963857,0.09567413320385867,42.92410631981886,0.6502397631780765
3M New Substance Use Disorder,Post- Secondary Education,1.491891891891892,0.09273002237343471,24.002381969988594,0.7777608500710602
3M New Substance Use Disorder,Employment,1.56,0.07388119946184282,32.93936776509528,0.7750566348174772
3M New Substance Use Disorder,Household income before taxes,1.2163461538461537,0.07561723150705146,19.56561932366387,0.8900937712477816
3M New Substance Use Disorder,Marital status,1.0672645739910314,0.06635260616515318,17.166675685068437,0.9633642562362087
3M New Substance Use Disorder,Living situation,14.015384615384615,0.6105354743562466,321.73561433801757,0.09866212880065205
3M New Substance Use Disorder,Pack years,6.962264150943396,0.13525614461489452,358.3801848376336,0.3345145972251652
3M New Substance Use Disorder,Alcohol use - average number of drinks/week,62.111111111111114,1.7307431974510183,2228.9789317897757,0.02380309745957426
3M New Substance Use Disorder,Substance Use Disorder,16.6,0.7108681182998113,387.63870949657854,0.08051590689967407
3M New Substance Use Disorder,Depression,9.574132492113565,0.45683941365719105,200.64821518514748,0.14558312701303006
3M New Substance Use Disorder,Anxiety,10.986159169550174,0.5240615081083118,230.30825853698502,0.1226400198624255
3M New Substance Use Disorder,Health Anxiety,0.3325648414985591,0.015872416628179915,6.968023609246963,0.47815165521317926
3M New Substance Use Disorder,Delay to Hospital,5.109409190371991,0.2439461389301313,107.01568136782362,0.2932742720296285
3M New Substance Use Disorder,Personal Stressors,1.0765765765765767,0.06693141883931113,17.316488210356162,0.9584795004168448
3M New Substance Use Disorder,Menopause,1.2857142857142858,0.06120611004791461,27.008107902882784,0.8714830176472845
3M New Substance Use Disorder,Complicated Pregnancy,2.546153846153846,0.1580745079551322,41.01166906762809,0.5098394460317648
3M New Substance Use Disorder,Stroke History,9.021739130434783,0.5549343334124825,146.6692039706969,0.1220870843791943
3M New Substance Use Disorder,MI History,4.488095238095238,0.2778984317081754,72.48331249082241,0.29013413765667984
3M New Substance Use Disorder,CABG/Stent History,5.315068493150685,0.3287135789647434,85.94093732255904,0.23940433284774898
3M New Substance Use Disorder,High cholesterol,3.5082872928176796,0.1674724586061185,73.49315721156037,0.4187003264167507
3M New Substance Use Disorder,Diabetes,0.5542857142857143,0.026423193980715996,11.627385140700516,0.7039355338041907
3M New Substance Use Disorder,Hypertension,0.658273381294964,0.040914702051794594,10.59090798151123,0.7679950014175017
3M New Substance Use Disorder,BMI,1.0,0.010819273949528446,92.42764391261066,1.0
3M New Substance Use Disorder,HFrEF,1.4010416666666667,0.08708932555100439,22.53913139546036,0.8119451476431797
3M New Substance Use Disorder,STEMI,1.2163461538461537,0.07561723150705146,19.56561932366387,0.8900937712477816
3M New Substance Use Disorder,ESSI score,2.2237762237762237,0.13811508518477242,35.80478328501702,0.572959899226184
3M New Substance Use Disorder,HADS-A,1.9741935483870967,0.1226493553925324,31.777094580070926,0.6313828886372255
3M New Substance Use Disorder,HADS-D,0.856,0.04072922004625559,17.99042552663278,0.920287507091625
3M New Substance Use Disorder,3M New Depression Diagnosis ,63.95522388059702,3.0085931729502637,1359.5293303169715,0.007669633172101745
3M New Substance Use Disorder,3M New Anxiety Diagnosis ,58.28767123287671,2.7461824811513083,1237.1547197138823,0.00910503882652999
3M New Substance Use Disorder,3M New Substance Use Disorder,4615.0,75.54467800618596,281928.86067044945,5.789653896139467e-05
3M New Substance Use Disorder,3M New Stroke,9.526315789473685,0.4275848735939277,212.2401846398348,0.1546012473521455
3M New Substance Use Disorder,3M New MI,6.644444444444445,0.3040603878029452,145.1969534549184,0.2288024785826831
3M New Substance Use Disorder,3M New CABG/Stent,11.131578947368421,0.6825797240972046,181.53491158177135,0.0906672472776758
3M New Substance Use Disorder,3M Cardiac Rehab,0.06287339971550499,0.002995733416126653,1.319564808572585,0.07483990311985299
3M New Substance Use Disorder,3M Hospitalized ,1.2325581395348837,0.058501388004989684,25.96860722696219,0.893035416337865
3M New Substance Use Disorder,3M HADS-A,2.2237762237762237,0.13811508518477242,35.80478328501702,0.572959899226184
3M New Substance Use Disorder,3M HADS-D,4.910256410256411,0.3038547945357324,79.34914455209902,0.2623212948716128
3M New Substance Use Disorder,3M SF-12 (Low),4.726315789473684,0.22565470660474204,98.99222257728366,0.31694936665773643
3M New Substance Use Disorder,3M Cardiac Anxiety,1.1688888888888889,0.05550285990099106,24.61677176644919,0.9200505468582441
3M New Substance Use Disorder,3M MOS (Low Support),0.6438356164383562,0.03067543852509597,13.513231462214646,0.7767828682566442
3M New Stroke,Age,1.6666666666666667,0.020221905776401,137.364786904479,0.8204702122540586
3M New Stroke,Race,1.4513888888888888,0.1765653303324149,11.930596470010363,0.7288923421747605
3M New Stroke,Indigenous,1.7212475633528266,0.09518630164248972,31.12520523673275,0.7131235284047741
3M New Stroke,Gender Identity,15.912280701754385,0.6080897654971356,416.387006488136,0.09664428925314915
3M New Stroke,Highschool Education,0.5244134432466709,0.02998091347486647,9.172817889233919,0.6584257878347044
3M New Stroke,Post- Secondary Education,0.18175675675675676,0.022541617464982393,1.4655345242218916,0.10935659106430556
3M New Stroke,Employment,0.40350877192982454,0.023146073464080704,7.034425483742923,0.53373398188289
3M New Stroke,Household income before taxes,0.6019417475728155,0.14870573078071703,2.436583079675095,0.4767424088193125
3M New Stroke,Marital status,1.341324200913242,0.35559051822834686,5.0596135715862935,0.6646299182163048
3M New Stroke,Living situation,3.6315789473684212,0.19057084016146944,69.20453118533304,0.3911022942333233
3M New Stroke,Pack years,5.027777777777778,0.7991448041920184,31.632001171895396,0.08524007124087526
3M New Stroke,Alcohol use - average number of drinks/week,20.48148148148148,0.7305753436485262,574.1927746716879,0.07582865355755972
3M New Stroke,Substance Use Disorder,4.301435406698564,0.22165792238126353,83.47252540865655,0.33492230259440103
3M New Stroke,Depression,0.2319182389937107,0.028747966674298985,1.870952133321808,0.1700932805129597
3M New Stroke,Anxiety,0.6150793650793651,0.1262006556219357,2.9977865287783523,0.5475637378405318
3M New Stroke,Health Anxiety,0.20494186046511628,0.025411505939691416,1.6528404995195356,0.13669776345050833
3M New Stroke,Delay to Hospital,0.2832080200501253,0.05820394160229223,1.3780300854668133,0.11810300625070196
3M New Stroke,Personal Stressors,0.13063063063063063,0.016205507876980014,1.0529976467566458,0.055940096156815826
3M New Stroke,Menopause,0.5013774104683195,0.12304018248020103,2.0430667661629025,0.3354376231464893
3M New Stroke,Complicated Pregnancy,0.7198228128460686,0.14757380405694814,3.5110898252218004,0.6842921373399202
3M New Stroke,Stroke History,1.108695652173913,0.13561417817247853,9.063993645162927,0.9233190856660195
3M New Stroke,MI History,1.2771084337349397,0.2605875987006771,6.258954607392345,0.762935152523559
3M New Stroke,CABG/Stent History,1.5158730158730158,0.3086484306075423,7.444946328509859,0.608443077663521
3M New Stroke,High cholesterol,2.473684210526316,0.5082178642327723,12.040335462518387,0.26197968606892896
3M New Stroke,Diabetes,2.2779661016949153,0.601608546365012,8.62542527333504,0.2255296508794994
3M New Stroke,Hypertension,0.8211678832116789,0.21757417774897525,3.099249641638714,0.77124038816929
3M New Stroke,BMI,1.0,0.010819273949528446,92.42764391261066,1.0
3M New Stroke,HFrEF,0.17057291666666666,0.02115649176469973,1.3752336740782198,0.09675432652862476
3M New Stroke,STEMI,0.6019417475728155,0.14870573078071703,2.436583079675095,0.4767424088193125
3M New Stroke,ESSI score,1.7942857142857143,0.4746379873903932,6.7829826310167745,0.3888805471063883
3M New Stroke,HADS-A,0.5565862708719852,0.11424674458879679,2.711572028053753,0.4682896447680851
3M New Stroke,HADS-D,0.5348837209302325,0.06601903098868495,4.333607910197983,0.5577440660062579
3M New Stroke,3M New Depression Diagnosis ,0.6219421793921424,0.035460472828286266,10.908260484290375,0.7452125899961219
3M New Stroke,3M New Anxiety Diagnosis ,1.4087837837837838,0.1714987855197615,11.572511976905307,0.7497407381406176
3M New Stroke,3M New Substance Use Disorder,9.526315789473685,0.4275848735939277,212.2401846398348,0.1546012473521455
3M New Stroke,3M New Stroke,17271.0,325.211589374122,917210.3662543566,1.4782588971583121e-06
3M New Stroke,3M New MI,4.604166666666667,0.5328213831548623,39.78509752917188,0.1651963187499068
3M New Stroke,3M New CABG/Stent,0.5536309127248501,0.03162562874487015,9.691734194352351,0.685595900013175
3M New Stroke,3M Cardiac Rehab,1.119186046511628,0.22912413540825882,5.466806910037895,0.88933438695762
3M New Stroke,3M Hospitalized ,8.36864406779661,2.184803652227605,32.05514759281056,0.001931270605083317
3M New Stroke,3M HADS-A,0.6277665995975855,0.12879174785873437,3.0599080307736415,0.5645373047994844
3M New Stroke,3M HADS-D,1.398886827458256,0.2851270976622435,6.863200208190367,0.6791224264140092
3M New Stroke,3M SF-12 (Low),1.8969957081545064,0.4686852556222087,7.678058299442899,0.36939819302799015
3M New Stroke,3M Cardiac Anxiety,3.046875,0.7431952812382675,12.491262390898761,0.12169482014654323
3M New Stroke,3M MOS (Low Support),0.40046296296296297,0.04952769412322877,3.23799820573235,0.39079577314757097
3M New MI,Age,1.6666666666666667,0.020221905776401,137.364786904479,0.8204702122540586
3M New MI,Race,5.616161616161616,1.641583018241143,19.21393615087565,0.0059624020915708
3M New MI,Indigenous,3.0416666666666665,0.36542039982022734,25.318061377149725,0.3035354884242888
3M New MI,Gender Identity,11.098765432098766,0.4320134355269859,285.1360258425479,0.1461584248338203
3M New MI,Highschool Education,0.8541666666666666,0.10824745935342019,6.740118417581981,0.881109600636033
3M New MI,Post- Secondary Education,0.6544566544566545,0.19855003708035962,2.1572069129820637,0.4860204605631824
3M New MI,Employment,2.4551020408163264,0.6533009461120869,9.226262516060014,0.18360740443025347
3M New MI,Household income before taxes,1.4323432343234324,0.47386091417936593,4.329555528894152,0.5243419057972948
3M New MI,Marital status,1.2526881720430108,0.4144852394820247,3.7859675252549345,0.6897106584035005
3M New MI,Living situation,2.532763532763533,0.13564627766475965,47.29131697038358,0.5337518720185481
3M New MI,Pack years,0.7777777777777778,0.09447609310575357,6.403083062799701,0.8152493014791111
3M New MI,Alcohol use - average number of drinks/week,9.526315789473685,0.36373288401646675,249.49817986945402,0.1760677343389324
3M New MI,Substance Use Disorder,3.0,0.1577570578416493,57.0497454955953,0.4647257521765201
3M New MI,Depression,0.8376068376068376,0.2538749127258493,2.7635074567739775,0.7710795909409195
3M New MI,Anxiety,3.617391304347826,1.1624814398359784,11.256540879153809,0.02642232651155235
3M New MI,Health Anxiety,0.2966507177033493,0.06496925975327209,1.3545120976921725,0.11679473595789137
3M New MI,Delay to Hospital,1.6432432432432433,0.5294693794988369,5.099914104608773,0.39004106176246556
3M New MI,Personal Stressors,0.188399835458659,0.04128953480878184,0.859648774567944,0.031140611489903335
3M New MI,Menopause,0.5625,0.16937939846855496,1.868032670211309,0.3474403698260249
3M New MI,Complicated Pregnancy,0.20512820512820512,0.026402078009249718,1.5937223018725086,0.1299165129582996
3M New MI,Stroke History,1.6363636363636365,0.3515709907690627,7.616344979304966,0.5302157262849845
3M New MI,MI History,2.890625,0.9215166270889527,9.067349025508612,0.06877905947626772
3M New MI,CABG/Stent History,3.4510869565217392,1.096660294554339,10.860246550928945,0.03419621387392102
3M New MI,High cholesterol,0.5874799357945425,0.19427889824478067,1.776480503437443,0.34610832640943434
3M New MI,Diabetes,1.7788461538461537,0.570587633291602,5.545675115317692,0.3207968846453444
3M New MI,Hypertension,0.7634803921568627,0.2524449405476404,2.309027497019667,0.6326880887412993
3M New MI,BMI,1.0,0.010819273949528446,92.42764391261066,1.0
3M New MI,HFrEF,1.6559139784946237,0.5476520596626787,5.006921923863182,0.37163653069032354
3M New MI,STEMI,0.3553398058252427,0.09650400854448664,1.3084055212661412,0.11975482820115431
3M New MI,ESSI score,0.6574468085106383,0.17818961236547157,2.425709895671673,0.5289289880331197
3M New MI,HADS-A,0.8713450292397661,0.264048532563176,2.8753886742362154,0.8211341545147366
3M New MI,HADS-D,0.35271317829457366,0.04524680877100197,2.7495107284204776,0.3199113904702766
3M New MI,3M New Depression Diagnosis ,0.433489827856025,0.025239638510507166,7.44517124428777,0.5644940235395168
3M New MI,3M New Anxiety Diagnosis ,0.3968253968253968,0.02313889736890939,6.805440771660059,0.5238486184249906
3M New MI,3M New Substance Use Disorder,6.644444444444445,0.3040603878029452,145.1969534549184,0.2288024785826831
3M New MI,3M New Stroke,4.604166666666667,0.5328213831548623,39.78509752917188,0.1651963187499068
3M New MI,3M New MI,24327.0,465.0452568270328,1272570.6161112676,5.668214168733048e-07
3M New MI,3M New CABG/Stent,15.239583333333334,4.834224185198851,48.0418142138888,3.321870741375256e-06
3M New MI,3M Cardiac Rehab,1.7794117647058822,0.38842965883462327,8.151556289170442,0.4579897043499116
3M New MI,3M Hospitalized ,8.043859649122806,2.6107473307632305,24.783584873328397,0.00028178393005113286
3M New MI,3M HADS-A,0.6574468085106383,0.17818961236547157,2.425709895671673,0.5289289880331197
3M New MI,3M HADS-D,0.3974358974358974,0.05092992201912163,3.101424198359717,0.37872714743063085
3M New MI,3M SF-12 (Low),1.516883116883117,0.4887509519926252,4.7077849790454405,0.4708696815773603
3M New MI,3M Cardiac Anxiety,1.809375,0.48476672378491986,6.753429495044152,0.3775350692363182
3M New MI,3M MOS (Low Support),0.11550820226619313,0.0068102157472082325,1.959136874075867,0.1350741051542198
3M New CABG/Stent,Age,1.6666666666666667,0.020221905776401,137.364786904479,0.8204702122540586
3M New CABG/Stent,Race,2.872916666666667,1.1702165490030303,7.053096438127487,0.02127706293384188
3M New CABG/Stent,Indigenous,0.9035087719298246,0.11436181711979627,7.13811761227106,0.9233453711602952
3M New CABG/Stent,Gender Identity,3.5738396624472575,0.14318851014319905,89.19940517648973,0.43779265841995685
3M New CABG/Stent,Highschool Education,3.675,1.6065005659288658,8.406859783576332,0.0020502718412885278
3M New CABG/Stent,Post- Secondary Education,1.4619760479041917,0.7575648506407852,2.8213742530922135,0.2575258337775852
3M New CABG/Stent,Employment,0.8952380952380953,0.30486414896968095,2.628879944966038,0.8404208643923072
3M New CABG/Stent,Household income before taxes,0.6576410256410257,0.33264886448852676,1.3001448818145511,0.22812724733002165
3M New CABG/Stent,Marital status,1.5948383084577114,0.8194190672323995,3.1040395956552436,0.16949611674393383
3M New CABG/Stent,Living situation,0.8149951314508277,0.045071351158085124,14.737012475149669,0.8898412264915337
3M New CABG/Stent,Pack years,0.6468253968253969,0.14254698320712575,2.9350540051093663,0.5723337640954959
3M New CABG/Stent,Alcohol use - average number of drinks/week,3.0727272727272728,0.12218726849385039,77.27198593556555,0.49505503121098104
3M New CABG/Stent,Substance Use Disorder,0.9654775604142692,0.05241489804490536,17.784007113109173,0.9811435963787842
3M New CABG/Stent,Depression,0.725071907957814,0.3510337621725955,1.4976601351840773,0.38503795075904856
3M New CABG/Stent,Anxiety,1.5732441471571907,0.8045361522408732,3.0764275038113236,0.18538372669219827
3M New CABG/Stent,Health Anxiety,0.6353615520282186,0.30789374649577644,1.311115624757401,0.21977461906933538
3M New CABG/Stent,Delay to Hospital,2.4495073891625614,1.2088682476347121,4.963391553464853,0.012902389376340606
3M New CABG/Stent,Personal Stressors,0.9156794425087108,0.47433563682140445,1.7676699289384437,0.7929422960698244
3M New CABG/Stent,Menopause,1.4404761904761905,0.5850797009202348,3.546476919409795,0.4272150278896659
3M New CABG/Stent,Complicated Pregnancy,0.8634938728982616,0.4082786489804502,1.8262568233602199,0.7009427797362728
3M New CABG/Stent,Stroke History,1.3375350140056022,0.49631216740224954,3.6045860472347107,0.5653042928406121
3M New CABG/Stent,MI History,1.3736842105263158,0.6264609982357632,3.0121720515139687,0.4280324628200277
3M New CABG/Stent,CABG/Stent History,1.3998044965786902,0.6162704477314128,3.179533654185382,0.42167249438658017
3M New CABG/Stent,High cholesterol,1.2672811059907834,0.6406223952604666,2.506939210185197,0.49614798615664146
3M New CABG/Stent,Diabetes,1.444954128440367,0.7171838521765945,2.9112373723422214,0.303066030979944
3M New CABG/Stent,Hypertension,1.5357142857142858,0.7572157692550131,3.1145922511192152,0.23439161684180687
3M New CABG/Stent,BMI,1.0,0.010819273949528446,92.42764391261066,1.0
3M New CABG/Stent,HFrEF,1.2195918367346938,0.6312395391896578,2.356323005588864,0.5546552894327127
3M New CABG/Stent,STEMI,1.17,0.6068763658715862,2.255648888277281,0.6392222729910259
3M New CABG/Stent,ESSI score,1.118320610687023,0.5570544669585877,2.245096417798532,0.7531395379718022
3M New CABG/Stent,HADS-A,0.4812554489973845,0.2157031673718576,1.0737292827527178,0.07405813977131782
3M New CABG/Stent,HADS-D,1.5539632781012092,0.7267408679825728,3.3227825433713787,0.2556088081497715
3M New CABG/Stent,3M New Depression Diagnosis ,0.3018575851393189,0.04019081896931612,2.2671347348185575,0.24428431362089587
3M New CABG/Stent,3M New Anxiety Diagnosis ,0.27524893314367,0.03673071200557747,2.062632904726276,0.20931533590737783
3M New CABG/Stent,3M New Substance Use Disorder,11.131578947368421,0.6825797240972049,181.5349115817712,0.0906672472776758
3M New CABG/Stent,3M New Stroke,0.5536309127248501,0.03162562874487015,9.691734194352351,0.685595900013175
