outcome,variable,fisher odds,p-value
Dead,Hx Stroke,0.0,1.0
Dead,Hx ACS,0.0,0.3382582163096358
Dead,Hx CABG/stent,0.0,0.5886870268593848
Dead,High cholesterol,inf,0.06870063203893395
Dead,Diabetes,0.6071428571428571,1.0
Dead,Hypertension,0.8529411764705882,1.0
Dead,Obese,0.8012232415902141,1.0
Dead,eGFR <60,1.6862745098039216,0.6256866656323041
Dead,LVEF <55,0.0,0.5947271530726749
Dead,STEMI,1.193798449612403,1.0
Dead,ESSI Low,0.95,1.0
Dead,HADS-A>7,1.9615384615384615,0.6557819721670878
Dead,HADS-D>7,2.1904761904761907,0.33898601173585363
Dead,Dead,inf,1.4164023974588606e-10
Dead,Dead.1,inf,8.498414384753159e-10
Dead.1,Non-White,0.0,1.0
Dead.1,Indigenous,0.0,1.0
Dead.1,Non-Woman Gender,0.0,1.0
Dead.1,Less than highschool,1.29375,0.584269638510964
Dead.1,Unemployed,1.5071428571428571,0.5343087590280875
Dead.1,<$20k Income,1.2058823529411764,1.0
Dead.1,Marital status,0.20854700854700856,0.21488322303511587
Dead.1,Unstable Housing,0.0,1.0
Dead.1,Smoker,0.695,1.0
Dead.1,Alcohol use - average number of drinks/week,2.7875,0.3534550732639362
Dead.1,SUD Hx,0.0,1.0
Dead.1,Depression Hx,0.8277777777777777,1.0
Dead.1,Anxiety Hx,1.051948051948052,1.0
Dead.1,Health Anxiety,1.0578947368421052,1.0
Dead.1,COVID Health Anxiety,0.2828282828282828,0.4054078108127
Dead.1,COVID Wait,0.6101694915254238,1.0
Dead.1,COVID Lonely,0.638095238095238,0.6988092256462067
Dead.1,Stressors,1.1727272727272726,1.0
Dead.1,Menopause,1.947674418604651,1.0
Dead.1,Complicated Pregnancy,0.0,0.3403724813085159
Dead.1,Hx Stroke,0.0,1.0
Dead.1,Hx ACS,0.0,0.34060739964173614
Dead.1,Hx CABG/stent,0.9116279069767442,1.0
Dead.1,High cholesterol,4.053030303030303,0.23281595211767322
Dead.1,Diabetes,0.4828571428571429,0.6753901291030932
Dead.1,Hypertension,1.144736842105263,1.0
Dead.1,Obese,0.5963302752293578,0.6920383105109906
Dead.1,eGFR <60,1.2573529411764706,1.0
Dead.1,LVEF <55,0.0,0.34041844162585655
Dead.1,STEMI,0.8895348837209303,1.0
Dead.1,ESSI Low,0.756,1.0
Dead.1,HADS-A>7,1.2980769230769231,1.0
Dead.1,HADS-D>7,1.6339285714285714,0.6291753450615236
Dead.1,Dead,inf,8.498414384753159e-10
Dead.1,Dead.1,inf,3.5410059936471723e-12
