outcome,variable,OR,CILow,CIHigh,p
HADS Depression Score?,Hx Stroke,0.32972972972972975,0.01499037071149532,7.252768911463125,0.48171177291389133
HADS Depression Score?,Hx ACS,3.5714285714285716,1.0258351935724213,12.433870587338019,0.04549199092933282
HADS Depression Score?,Hx CABG/stent,2.076923076923077,0.5095352118115242,8.465773056428564,0.3079672114839622
HADS Depression Score?,High cholesterol,0.6363636363636364,0.196721109180707,2.0585420617670342,0.45048739743218835
HADS Depression Score?,Diabetes,2.857142857142857,0.8171715092198654,9.989659715272904,0.10020758231005583
HADS Depression Score?,Hypertension,1.361904761904762,0.38502630497638984,4.817293147315229,0.6317814566411826
HADS Depression Score?,Obese,1.1692307692307693,0.36395466058396325,3.7562387290836474,0.7928818997860793
HADS Depression Score?,eGFR <60,0.3194444444444444,0.06075401889232633,1.6796379062144438,0.177783650482353
HADS Depression Score?,LVEF <55,1.542857142857143,0.3566205585595622,6.674904477969782,0.5617352756241811
HADS Depression Score?,STEMI,1.0285714285714285,0.32153051458661575,3.290385004464234,0.962128220070843
HADS Depression Score?,ESSI Low,3.4363636363636365,0.895438050340483,13.187506424182208,0.07201220713427536
HADS Depression Score?,HADS-A>7,4.963636363636364,1.4032776900379167,17.55724196666129,0.012931488299308753
HADS Depression Score?,HADS-D>7,30.0,5.293488199073655,170.0202146776292,0.00012159143654253316
HADS Depression Score?,Quit Smoking,0.5416666666666666,0.09726203051912058,3.0166219665761362,0.48406722619274445
HADS Depression Score?,Less Drinking,0.8823529411764706,0.07439959133682714,10.464395016339214,0.9209845777852319
HADS Depression Score?,New Depression,1.2083333333333333,0.18245809680478942,8.00221787913617,0.8444524757891207
HADS Depression Score?,New Anxiety,0.5686274509803921,0.05471631227120208,5.909337902851227,0.6364706144402641
HADS Depression Score?,New SUD,0.5675675675675675,0.021968510315789884,14.663394974170467,0.7328053050389045
HADS Depression Score?,F/U Less Social Support,5.111111111111111,1.4691925327024917,17.780826003839618,0.010322792103434907
HADS Depression Score?,Hospitalized,0.5666666666666667,0.17050029833764,1.8833463298417115,0.35397408262973906
HADS Depression Score?,Cardiac Rehab,0.8666666666666667,0.18866457321489546,3.9811984746896263,0.8540464645456349
