outcome,variable,fisher odds,p-value
HADS Depression Score?.1,Hypertension,1.54,0.5492833754583646
HADS Depression Score?.1,Obese,0.7083333333333334,0.7684596575947775
HADS Depression Score?.1,eGFR <60,0.2875816993464052,0.16988475742620968
HADS Depression Score?.1,LVEF <55,4.3076923076923075,0.0670479745682357
HADS Depression Score?.1,STEMI,0.8831168831168831,1.0
HADS Depression Score?.1,ESSI Low,4.909090909090909,0.03779805302916578
HADS Depression Score?.1,HADS-A>7,5.88,0.00803581417621802
HADS Depression Score?.1,HADS-D>7,inf,1.2398628624964742e-08
HADS Depression Score?.1,Quit Smoking,0.19047619047619047,0.13430342219792113
HADS Depression Score?.1,Less Drinking,3.5294117647058822,0.5492346938775513
HADS Depression Score?.1,New Depression,1.0980392156862746,1.0
HADS Depression Score?.1,New Anxiety,0.5185185185185185,1.0
HADS Depression Score?.1,New SUD,0.0,1.0
HADS Depression Score?.1,F/U Less Social Support,4.190476190476191,0.022117389443393295
HADS Depression Score?.1,Hospitalized,0.33482142857142855,0.1390794108758534
HADS Depression Score?.1,Cardiac Rehab,1.3866666666666667,0.7152364123624604
HADS Depression Score?.1,No Intervention,0.7941176470588235,1.0
HADS Depression Score?.1,Low Emotional/Informational Support,6.075,0.01760181928562398
HADS Depression Score?.1,Low Tangible Support,16.0,0.00010639400985622528
HADS Depression Score?.1,Low Affectionate Support,6.787878787878788,0.012590666693851806
HADS Depression Score?.1,Low Positive Social Interaction,6.075,0.01760181928562398
HADS Depression Score?.1,Additional Item Low,5.625,0.14726443768996977
HADS Depression Score?.1,New MACE,1.0980392156862746,1.0
HADS Depression Score?.1,HADS Anxiety Score?,7.428571428571429,0.0025171688421378926
HADS Depression Score?.1,HADS Depression Score?,35.0,9.903063891330253e-07
HADS Depression Score?.1,SF-12 Low,0.7211538461538461,0.7152364123624595
HADS Depression Score?.1,CAQ High,6.844444444444444,0.0033106916411486673
HADS Depression Score?.1,Quit smoking 6mo,0.3382352941176471,0.28179432868687565
HADS Depression Score?.1,Less drinking 6mo,2.71875,0.35505673129566406
HADS Depression Score?.1,New Depression 6mo,1.0980392156862746,1.0
HADS Depression Score?.1,New Anxiety 6 Mo,0.28888888888888886,0.38730389473088056
HADS Depression Score?.1,New SUD 6mo,0.0,1.0
HADS Depression Score?.1,F/U Less Social Support 6mo,3.8095238095238093,0.03710647870979683
HADS Depression Score?.1,Hospitalized 6mo,0.3684210526315789,0.1449778269874579
HADS Depression Score?.1,High cholesterol f/u 6mo,0.1605351170568562,0.007029547582401164
HADS Depression Score?.1,Diabetes f/u 6mo,0.9142857142857143,1.0
HADS Depression Score?.1,Hypertension f/u 6mo,3.3684210526315788,0.11714966900412357
HADS Depression Score?.1,Cardiac Rehab 6mo,1.0267857142857142,1.0
HADS Depression Score?.1,No Intervention 6mo,1.9230769230769231,0.4962638224583844
HADS Depression Score?.1,Low Emotional/Informational Support 6mo,4.714285714285714,0.01647761718969799
HADS Depression Score?.1,Low Tangible Support 6mo,7.5,0.0037702158145614282
HADS Depression Score?.1,Low Affectionate Support 6mo,1.8571428571428572,0.4741299601118563
HADS Depression Score?.1,Low Positive Social Interaction 6mo,5.777777777777778,0.0105084406227153
HADS Depression Score?.1,Additional Item Low 6mo,3.3333333333333335,0.2316584948945166
HADS Depression Score?.1,New MACE 6mo,1.75,0.661404783930224
HADS Depression Score?.1,HADS Anxiety Score?.1,18.9,3.268095804417767e-05
HADS Depression Score?.1,HADS Depression Score?.1,inf,3.2888306979895427e-14
HADS Depression Score?.1,SF-12 Low 6mo,0.4017857142857143,0.40386721049533325
HADS Depression Score?.1,CAQ High 6mo,2.7142857142857144,0.14497782698745795
HADS Depression Score?.1,SSS Score?,0.42857142857142855,0.2345375377742835
SF-12 Low 6mo,Non-White,0.5714285714285714,0.6157177697418217
SF-12 Low 6mo,Indigenous,inf,1.0
SF-12 Low 6mo,Non-Woman Gender,inf,1.0
SF-12 Low 6mo,Less than highschool,inf,0.575966697502312
SF-12 Low 6mo,Unemployed,0.972972972972973,1.0
SF-12 Low 6mo,<$20k Income,inf,1.0
SF-12 Low 6mo,Marital status,6.285714285714286,0.10679331306990876
SF-12 Low 6mo,Unstable Housing,inf,1.0
SF-12 Low 6mo,Smoker,1.6346153846153846,0.69475128248255
SF-12 Low 6mo,Alcohol use - average number of drinks/week,inf,1.0
SF-12 Low 6mo,SUD Hx,inf,1.0
SF-12 Low 6mo,Depression Hx,5.217391304347826,0.2151269867967368
SF-12 Low 6mo,Anxiety Hx,3.923076923076923,0.3977649362663229
SF-12 Low 6mo,Health Anxiety,0.14583333333333334,0.03380467820800845
SF-12 Low 6mo,COVID Health Anxiety,0.08045977011494253,0.012417554693225379
SF-12 Low 6mo,COVID Wait,0.972972972972973,1.0
SF-12 Low 6mo,COVID Lonely,1.206896551724138,1.0
SF-12 Low 6mo,Stressors,0.38181818181818183,0.42046605876393106
SF-12 Low 6mo,Menopause,2.475,0.3570351526364468
SF-12 Low 6mo,Complicated Pregnancy,1.0833333333333333,1.0
SF-12 Low 6mo,Hx Stroke,inf,1.0
SF-12 Low 6mo,Hx ACS,0.2903225806451613,0.19026650808334417
SF-12 Low 6mo,Hx CABG/stent,0.25925925925925924,0.13262010884582576
SF-12 Low 6mo,High cholesterol,1.1594202898550725,1.0
SF-12 Low 6mo,Diabetes,1.0833333333333333,1.0
SF-12 Low 6mo,Hypertension,3.4444444444444446,0.1902665080833441
SF-12 Low 6mo,Obese,1.9791666666666667,0.6837461105037415
SF-12 Low 6mo,eGFR <60,1.8181818181818181,1.0
SF-12 Low 6mo,LVEF <55,0.4861111111111111,0.5948567343849489
SF-12 Low 6mo,STEMI,0.54,0.6843200740055483
SF-12 Low 6mo,ESSI Low,2.0625,1.0
SF-12 Low 6mo,HADS-A>7,0.6521739130434783,0.6970618034447825
SF-12 Low 6mo,HADS-D>7,0.22727272727272727,0.08529800449319415
SF-12 Low 6mo,Quit Smoking,1.1666666666666667,1.0
SF-12 Low 6mo,Less Drinking,inf,1.0
SF-12 Low 6mo,New Depression,inf,1.0
SF-12 Low 6mo,New Anxiety,inf,1.0
SF-12 Low 6mo,New SUD,inf,1.0
SF-12 Low 6mo,F/U Less Social Support,0.49038461538461536,0.43407198721722245
SF-12 Low 6mo,Hospitalized,5.217391304347826,0.2151269867967368
SF-12 Low 6mo,Cardiac Rehab,0.21621621621621623,0.09968163196655323
SF-12 Low 6mo,No Intervention,0.7894736842105263,1.0
SF-12 Low 6mo,Low Emotional/Informational Support,0.19852941176470587,0.06485397119069619
SF-12 Low 6mo,Low Tangible Support,0.5161290322580645,0.41498612395929635
SF-12 Low 6mo,Low Affectionate Support,0.3047619047619048,0.1696758953350073
SF-12 Low 6mo,Low Positive Social Interaction,0.40404040404040403,0.3570351526364468
SF-12 Low 6mo,Additional Item Low,inf,1.0
SF-12 Low 6mo,New MACE,inf,1.0
SF-12 Low 6mo,HADS Anxiety Score?,0.8717948717948718,1.0
SF-12 Low 6mo,HADS Depression Score?,0.3620689655172414,0.23446159760683297
SF-12 Low 6mo,SF-12 Low,80.0,3.48402753583142e-05
SF-12 Low 6mo,CAQ High,2.3863636363636362,0.42952127659574424
SF-12 Low 6mo,Quit smoking 6mo,1.588235294117647,1.0
SF-12 Low 6mo,Less drinking 6mo,inf,1.0
SF-12 Low 6mo,New Depression 6mo,inf,1.0
SF-12 Low 6mo,New Anxiety 6 Mo,0.7894736842105263,1.0
SF-12 Low 6mo,New SUD 6mo,inf,1.0
SF-12 Low 6mo,F/U Less Social Support 6mo,0.6436781609195402,0.6768494779965648
SF-12 Low 6mo,Hospitalized 6mo,3.1578947368421053,0.23870314083080024
SF-12 Low 6mo,High cholesterol f/u 6mo,inf,0.0011641457524898782
SF-12 Low 6mo,Diabetes f/u 6mo,1.8181818181818181,1.0
SF-12 Low 6mo,Hypertension f/u 6mo,1.9375,0.41498612395929674
SF-12 Low 6mo,Cardiac Rehab 6mo,0.40404040404040403,0.3570351526364468
SF-12 Low 6mo,No Intervention 6mo,0.7575757575757576,1.0
SF-12 Low 6mo,Low Emotional/Informational Support 6mo,0.3620689655172414,0.23446159760683297
SF-12 Low 6mo,Low Tangible Support 6mo,0.4583333333333333,0.3835337650323779
SF-12 Low 6mo,Low Affectionate Support 6mo,0.12162162162162163,0.022825185914917615
SF-12 Low 6mo,Low Positive Social Interaction 6mo,0.2578125,0.17647240209682372
SF-12 Low 6mo,Additional Item Low 6mo,inf,0.5798514282510588
SF-12 Low 6mo,New MACE 6mo,inf,0.575966697502312
SF-12 Low 6mo,HADS Anxiety Score?.1,0.3620689655172414,0.23446159760683297
SF-12 Low 6mo,HADS Depression Score?.1,0.4017857142857143,0.4038672104953326
SF-12 Low 6mo,SF-12 Low 6mo,inf,1.0011573378825877e-08
SF-12 Low 6mo,CAQ High 6mo,2.619047619047619,0.4204660587639314
SF-12 Low 6mo,SSS Score?,4.666666666666667,0.10031956942225226
CAQ High 6mo,Non-White,3.156862745098039,0.1641645253459879
CAQ High 6mo,Indigenous,3.5714285714285716,0.33955709943552037
CAQ High 6mo,Non-Woman Gender,inf,0.22530612244897988
CAQ High 6mo,Less than highschool,0.5,0.668837747865106
CAQ High 6mo,Unemployed,0.7857142857142857,1.0
CAQ High 6mo,<$20k Income,3.5714285714285716,0.33955709943552037
CAQ High 6mo,Marital status,1.8909090909090909,0.39470546335675116
CAQ High 6mo,Unstable Housing,3.5714285714285716,0.33955709943552037
CAQ High 6mo,Smoker,1.9038461538461537,0.38316257518380925
CAQ High 6mo,Alcohol use - average number of drinks/week,3.5714285714285716,0.33955709943552037
CAQ High 6mo,SUD Hx,inf,0.4800000000000003
CAQ High 6mo,Depression Hx,1.8888888888888888,0.3904519347233182
CAQ High 6mo,Anxiety Hx,0.8,0.7737084173681106
CAQ High 6mo,Health Anxiety,2.264705882352941,0.3138784918633102
CAQ High 6mo,COVID Health Anxiety,1.1428571428571428,1.0
CAQ High 6mo,COVID Wait,0.7857142857142857,1.0
CAQ High 6mo,COVID Lonely,1.125,1.0
CAQ High 6mo,Stressors,0.6205128205128205,0.5715516512313095
CAQ High 6mo,Menopause,0.7285714285714285,0.7505012697684781
CAQ High 6mo,Complicated Pregnancy,2.0,0.3579903169155063
CAQ High 6mo,Hx Stroke,1.0869565217391304,1.0
CAQ High 6mo,Hx ACS,1.6285714285714286,0.5470008575622637
CAQ High 6mo,Hx CABG/stent,0.6666666666666666,0.7278195670201565
CAQ High 6mo,High cholesterol,0.25735294117647056,0.026895114626057696
CAQ High 6mo,Diabetes,1.3571428571428572,0.7597731820405962
CAQ High 6mo,Hypertension,1.2857142857142858,0.7666368054108643
CAQ High 6mo,Obese,0.974025974025974,1.0
CAQ High 6mo,eGFR <60,0.32142857142857145,0.1753580929360679
CAQ High 6mo,LVEF <55,0.84,1.0
CAQ High 6mo,STEMI,1.1538461538461537,1.0
CAQ High 6mo,ESSI Low,1.1111111111111112,1.0
CAQ High 6mo,HADS-A>7,3.1481481481481484,0.08823503363555904
CAQ High 6mo,HADS-D>7,3.9285714285714284,0.05898519449164512
CAQ High 6mo,Quit Smoking,2.017543859649123,0.4561202610683074
CAQ High 6mo,Less Drinking,0.5217391304347826,1.0
CAQ High 6mo,New Depression,0.696969696969697,1.0
CAQ High 6mo,New Anxiety,1.0909090909090908,1.0
CAQ High 6mo,New SUD,0.0,1.0
CAQ High 6mo,F/U Less Social Support,1.8888888888888888,0.3904519347233182
CAQ High 6mo,Hospitalized,0.35294117647058826,0.09342189943359999
CAQ High 6mo,Cardiac Rehab,0.47619047619047616,0.46739238000989836
CAQ High 6mo,No Intervention,1.0952380952380953,1.0
CAQ High 6mo,Low Emotional/Informational Support,2.1,0.3388283648864626
CAQ High 6mo,Low Tangible Support,1.3571428571428572,0.7597731820405962
CAQ High 6mo,Low Affectionate Support,0.8771929824561403,1.0
CAQ High 6mo,Low Positive Social Interaction,1.3725490196078431,0.7505012697684779
CAQ High 6mo,Additional Item Low,3.5714285714285716,0.33955709943552037
CAQ High 6mo,New MACE,0.696969696969697,1.0
CAQ High 6mo,HADS Anxiety Score?,4.666666666666667,0.01996838168413498
CAQ High 6mo,HADS Depression Score?,7.7,0.0027777830845619163
CAQ High 6mo,SF-12 Low,4.052631578947368,0.14172616102353883
CAQ High 6mo,CAQ High,3.75,0.04580125404679429
CAQ High 6mo,Quit smoking 6mo,1.8333333333333333,0.48966168816279293
CAQ High 6mo,Less drinking 6mo,0.696969696969697,1.0
CAQ High 6mo,New Depression 6mo,0.696969696969697,1.0
CAQ High 6mo,New Anxiety 6 Mo,0.5,0.668837747865106
CAQ High 6mo,New SUD 6mo,0.0,1.0
CAQ High 6mo,F/U Less Social Support 6mo,0.9444444444444444,1.0
CAQ High 6mo,Hospitalized 6mo,0.3176470588235294,0.08823503363555904
CAQ High 6mo,High cholesterol f/u 6mo,0.37606837606837606,0.1513427563150949
CAQ High 6mo,Diabetes f/u 6mo,0.8771929824561403,1.0
CAQ High 6mo,Hypertension f/u 6mo,2.375,0.22425000656617589
CAQ High 6mo,Cardiac Rehab 6mo,0.37777777777777777,0.20249513015280834
CAQ High 6mo,No Intervention 6mo,1.1111111111111112,1.0
CAQ High 6mo,Low Emotional/Informational Support 6mo,0.8,0.7737084173681106
CAQ High 6mo,Low Tangible Support 6mo,0.75,0.757244478693654
CAQ High 6mo,Low Affectionate Support 6mo,0.3877551020408163,0.2937742553363898
CAQ High 6mo,Low Positive Social Interaction 6mo,1.3571428571428572,0.7597731820405962
CAQ High 6mo,Additional Item Low 6mo,1.1,1.0
CAQ High 6mo,New MACE 6mo,1.0952380952380953,1.0
CAQ High 6mo,HADS Anxiety Score?.1,3.3333333333333335,0.07652868349697996
CAQ High 6mo,HADS Depression Score?.1,2.7142857142857144,0.14497782698745781
CAQ High 6mo,SF-12 Low 6mo,2.619047619047619,0.420466058763933
CAQ High 6mo,CAQ High 6mo,inf,8.22715774654659e-15
CAQ High 6mo,SSS Score?,0.6256684491978609,0.5646085248023682
SSS Score?,Non-White,0.358974358974359,0.17066881289488967
SSS Score?,Indigenous,inf,0.14003473729917484
SSS Score?,Non-Woman Gender,0.0,0.1551020408163264
SSS Score?,Less than highschool,1.3846153846153846,1.0
SSS Score?,Unemployed,0.8717948717948718,1.0
SSS Score?,<$20k Income,0.6428571428571429,1.0
SSS Score?,Marital status,4.5,0.02127486717770244
SSS Score?,Unstable Housing,0.19540229885057472,0.288536691272253
SSS Score?,Smoker,1.2380952380952381,0.7736823720851163
SSS Score?,Alcohol use - average number of drinks/week,0.19540229885057472,0.288536691272253
SSS Score?,SUD Hx,0.0,0.39999999999999875
SSS Score?,Depression Hx,2.3333333333333335,0.2428134355081775
SSS Score?,Anxiety Hx,2.2941176470588234,0.23699210058982906
SSS Score?,Health Anxiety,0.16666666666666666,0.01726303070899018
SSS Score?,COVID Health Anxiety,0.7076023391812866,0.5718295688713472
SSS Score?,COVID Wait,0.8717948717948718,1.0
SSS Score?,COVID Lonely,1.736842105263158,0.5382253574096355
SSS Score?,Stressors,1.1428571428571428,1.0
SSS Score?,Menopause,2.1538461538461537,0.3265818922522415
SSS Score?,Complicated Pregnancy,0.6753246753246753,0.5466724545301916
SSS Score?,Hx Stroke,inf,0.5102040816326507
SSS Score?,Hx ACS,0.25,0.03418191701870538
SSS Score?,Hx CABG/stent,0.358974358974359,0.17066881289488967
SSS Score?,High cholesterol,2.122448979591837,0.2538256957868645
SSS Score?,Diabetes,0.45652173913043476,0.22750656900920557
SSS Score?,Hypertension,2.688311688311688,0.13135684610288345
SSS Score?,Obese,1.625,0.5601563388001107
SSS Score?,eGFR <60,1.2173913043478262,1.0
SSS Score?,LVEF <55,0.25925925925925924,0.13027665030609267
